titles,letter,n,total
В ландо,д,66,2314
В ландо,е,206,2314
В ландо,ж,22,2314
В ландо,з,34,2314
В ландо,и,183,2314
В ландо,й,27,2314
В ландо,к,90,2314
В ландо,л,117,2314
В ландо,м,61,2314
В ландо,н,139,2314
В ландо,о,242,2314
В ландо,п,77,2314
В ландо,р,104,2314
В ландо,с,127,2314
В ландо,т,134,2314
В ландо,у,62,2314
В ландо,ф,4,2314
В ландо,х,20,2314
В ландо,ц,15,2314
В ландо,ч,41,2314
В ландо,ш,32,2314
В ландо,щ,6,2314
В ландо,ъ,1,2314
В ландо,ы,27,2314
В ландо,ь,38,2314
В ландо,э,5,2314
В ландо,ю,18,2314
В ландо,я,42,2314
В Москве на Трубной площади,а,307,4458
В Москве на Трубной площади,б,88,4458
В Москве на Трубной площади,в,189,4458
В Москве на Трубной площади,г,83,4458
В Москве на Трубной площади,д,133,4458
В Москве на Трубной площади,е,386,4458
В Москве на Трубной площади,ж,64,4458
В Москве на Трубной площади,з,71,4458
В Москве на Трубной площади,и,282,4458
В Москве на Трубной площади,й,67,4458
В Москве на Трубной площади,к,180,4458
В Москве на Трубной площади,л,185,4458
В Москве на Трубной площади,м,152,4458
В Москве на Трубной площади,н,236,4458
В Москве на Трубной площади,о,492,4458
В Москве на Трубной площади,п,128,4458
В Москве на Трубной площади,р,204,4458
В Москве на Трубной площади,с,202,4458
В Москве на Трубной площади,т,309,4458
В Москве на Трубной площади,у,146,4458
В Москве на Трубной площади,ф,3,4458
В Москве на Трубной площади,х,63,4458
В Москве на Трубной площади,ц,29,4458
В Москве на Трубной площади,ч,67,4458
В Москве на Трубной площади,ш,41,4458
В Москве на Трубной площади,щ,18,4458
В Москве на Трубной площади,ъ,1,4458
В Москве на Трубной площади,ы,99,4458
В Москве на Трубной площади,ь,86,4458
В Москве на Трубной площади,э,9,4458
В Москве на Трубной площади,ю,47,4458
В Москве на Трубной площади,я,91,4458
В почтовом отделении,а,136,1698
В почтовом отделении,б,25,1698
В почтовом отделении,в,83,1698
В почтовом отделении,г,23,1698
В почтовом отделении,д,56,1698
В почтовом отделении,е,128,1698
В почтовом отделении,ж,20,1698
В почтовом отделении,з,15,1698
В почтовом отделении,и,118,1698
В почтовом отделении,й,26,1698
В почтовом отделении,к,58,1698
В почтовом отделении,л,77,1698
В почтовом отделении,м,57,1698
В почтовом отделении,н,95,1698
В почтовом отделении,о,199,1698
В почтовом отделении,п,45,1698
В почтовом отделении,р,81,1698
В почтовом отделении,с,116,1698
В почтовом отделении,т,110,1698
В почтовом отделении,у,48,1698
В почтовом отделении,ф,2,1698
В почтовом отделении,х,16,1698
В почтовом отделении,ц,14,1698
В почтовом отделении,ч,28,1698
В почтовом отделении,ш,15,1698
В почтовом отделении,щ,2,1698
В почтовом отделении,ы,28,1698
В почтовом отделении,ь,34,1698
В почтовом отделении,э,5,1698
В почтовом отделении,ю,8,1698
В почтовом отделении,я,30,1698
В рождественскую ночь,а,453,5604
В рождественскую ночь,б,96,5604
В рождественскую ночь,в,218,5604
В рождественскую ночь,г,105,5604
В рождественскую ночь,д,208,5604
В рождественскую ночь,е,462,5604
В рождественскую ночь,ж,86,5604
В рождественскую ночь,з,101,5604
В рождественскую ночь,и,311,5604
В рождественскую ночь,й,82,5604
В рождественскую ночь,к,155,5604
В рождественскую ночь,л,362,5604
В рождественскую ночь,м,186,5604
В рождественскую ночь,н,308,5604
В рождественскую ночь,о,546,5604
В рождественскую ночь,п,156,5604
В рождественскую ночь,р,260,5604
В рождественскую ночь,с,305,5604
В рождественскую ночь,т,309,5604
В рождественскую ночь,у,222,5604
В рождественскую ночь,ф,3,5604
В рождественскую ночь,х,53,5604
В рождественскую ночь,ц,16,5604
В рождественскую ночь,ч,63,5604
В рождественскую ночь,ш,83,5604
В рождественскую ночь,щ,29,5604
В рождественскую ночь,ы,101,5604
В рождественскую ночь,ь,144,5604
В рождественскую ночь,э,12,5604
В рождественскую ночь,ю,35,5604
В рождественскую ночь,я,134,5604
В цирульне,а,260,3157
В цирульне,б,51,3157
В цирульне,в,111,3157
В цирульне,г,58,3157
В цирульне,д,105,3157
В цирульне,е,261,3157
В цирульне,ж,45,3157
В цирульне,з,46,3157
В цирульне,и,193,3157
В цирульне,й,48,3157
В цирульне,к,125,3157
В цирульне,л,165,3157
В цирульне,м,103,3157
В цирульне,н,185,3157
В цирульне,о,333,3157
В цирульне,п,86,3157
В цирульне,р,150,3157
В цирульне,с,147,3157
В цирульне,т,212,3157
В цирульне,у,119,3157
В цирульне,ф,4,3157
В цирульне,х,29,3157
В цирульне,ц,16,3157
В цирульне,ч,44,3157
В цирульне,ш,35,3157
В цирульне,щ,12,3157
В цирульне,ы,59,3157
В цирульне,ь,63,3157
В цирульне,э,8,3157
В цирульне,ю,22,3157
В цирульне,я,62,3157
Ванька,а,208,2695
Ванька,б,63,2695
Ванька,в,122,2695
Ванька,г,40,2695
Ванька,д,92,2695
Ванька,е,227,2695
Ванька,ж,33,2695
Ванька,з,50,2695
Ванька,и,159,2695
Ванька,й,50,2695
Ванька,к,96,2695
Ванька,л,158,2695
Ванька,м,86,2695
Ванька,н,136,2695
Ванька,о,301,2695
Ванька,п,97,2695
Ванька,р,115,2695
Ванька,с,123,2695
Ванька,т,144,2695
Ванька,у,81,2695
Ванька,ф,1,2695
Ванька,х,32,2695
Ванька,ц,15,2695
Ванька,ч,38,2695
Ванька,ш,28,2695
Ванька,щ,4,2695
Ванька,ъ,2,2695
Ванька,ы,51,2695
Ванька,ь,67,2695
Ванька,э,4,2695
Ванька,ю,16,2695
Ванька,я,56,2695
Вверх по лестнице,а,82,1173
Вверх по лестнице,б,21,1173
Вверх по лестнице,в,48,1173
Вверх по лестнице,г,15,1173
Вверх по лестнице,д,40,1173
Вверх по лестнице,е,107,1173
Вверх по лестнице,ж,16,1173
Вверх по лестнице,з,16,1173
Вверх по лестнице,и,73,1173
Вверх по лестнице,й,15,1173
Вверх по лестнице,к,42,1173
Вверх по лестнице,л,56,1173
Вверх по лестнице,м,35,1173
Вверх по лестнице,н,70,1173
Вверх по лестнице,о,134,1173
Вверх по лестнице,п,43,1173
Вверх по лестнице,р,54,1173
Вверх по лестнице,с,61,1173
Вверх по лестнице,т,79,1173
Вверх по лестнице,у,42,1173
Вверх по лестнице,ф,2,1173
Вверх по лестнице,х,10,1173
Вверх по лестнице,ц,6,1173
Вверх по лестнице,ч,23,1173
Вверх по лестнице,ш,8,1173
Вверх по лестнице,щ,6,1173
Вверх по лестнице,ы,19,1173
Вверх по лестнице,ь,17,1173
Вверх по лестнице,э,5,1173
Вверх по лестнице,ю,7,1173
Вверх по лестнице,я,21,1173
Верба,а,301,3539
Верба,б,75,3539
Верба,в,139,3539
Верба,г,55,3539
Верба,д,118,3539
Верба,е,264,3539
Верба,ж,37,3539
Верба,з,58,3539
Верба,и,237,3539
Верба,й,36,3539
Верба,к,111,3539
Верба,л,249,3539
Верба,м,98,3539
Верба,н,177,3539
Верба,о,328,3539
Верба,п,128,3539
Верба,р,154,3539
Верба,с,206,3539
Верба,т,202,3539
Верба,у,171,3539
Верба,ф,1,3539
Верба,х,31,3539
Верба,ц,18,3539
Верба,ч,51,3539
Верба,ш,51,3539
Верба,щ,7,3539
Верба,ъ,1,3539
Верба,ы,44,3539
Верба,ь,70,3539
Верба,э,8,3539
Верба,ю,30,3539
Верба,я,83,3539
