Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Alice in Wonderland,Wii,2010,Adventure,Disney Interactive Studios,0.27,0.21,0,0.05
Alice: Madness Returns,PC,2011,Adventure,Electronic Arts,0,0.1,0,0.02
Alice: Madness Returns,PS3,2011,Adventure,Electronic Arts,0.22,0.25,0.04,0.09
Alice: Madness Returns,X360,2011,Adventure,Electronic Arts,0.27,0.15,0.04,0.04
Alien,2600,1981,Action,20th Century Fox Video Games,0.74,0.04,0,0.01
Alien Breed Trilogy,X360,2011,Shooter,Mastertronic,0,0.02,0,0
Alien Hominid,GC,2004,Shooter,O3 Entertainment,0.07,0.02,0,0
Alien Hominid,PS2,2004,Shooter,Zoo Digital Publishing,0.05,0.04,0,0.01
Alien Monster Bowling League,Wii,2009,Sports,Destineer,0.09,0,0,0.01
Alien Resurrection,PS,2000,Shooter,Fox Interactive,0.09,0.06,0,0.01
Alien Syndrome,PSP,2007,Role-Playing,Sega,0.07,0,0,0.01
Alien Syndrome,Wii,2007,Role-Playing,Sega,0.06,0,0,0
Alien Trilogy,PS,1996,Shooter,Acclaim Entertainment,0.24,0.16,0.04,0.03
Alien: Isolation,PC,2014,Shooter,Sega,0,0.13,0,0.01
Alien: Isolation,PS3,2014,Shooter,Sega,0.12,0.19,0,0.07
Alien: Isolation,PS4,2014,Shooter,Sega,0.34,0.56,0.04,0.19
Alien: Isolation,X360,2014,Shooter,Sega,0.15,0.13,0,0.03
Alien: Isolation,XOne,2014,Shooter,Sega,0.22,0.24,0,0.04
Alien's Return,2600,1982,Action,ITT Family Games,0.32,0.02,0,0
Alienators: Evolution Continues,GBA,2001,Action,Activision,0.03,0.01,0,0
Aliens in the Attic,DS,2009,Action,Playlogic Game Factory,0.05,0,0,0
Aliens in the Attic,Wii,2009,Action,Playlogic Game Factory,0.07,0,0,0.01
Aliens versus Predator: Extinction,PS2,2003,Strategy,Electronic Arts,0.09,0.07,0,0.02
Aliens versus Predator: Extinction,XB,2003,Strategy,Electronic Arts,0.06,0.02,0,0
Aliens vs Predator,PC,2010,Shooter,Sega,0,0.17,0,0.02
Aliens vs Predator,PS3,2010,Shooter,Sega,0.41,0.47,0,0.18
Aliens vs Predator,X360,2010,Shooter,Sega,0.55,0.4,0,0.11
Aliens vs Predator: Requiem,PSP,2007,Action,Vivendi Games,0.03,0.12,0,0.07
Aliens: Colonial Marines,PC,2013,Shooter,Sega,0.1,0.06,0,0.02
Aliens: Colonial Marines,PS3,2013,Shooter,Sega,0.2,0.31,0,0.13
Aliens: Colonial Marines,X360,2013,Shooter,Sega,0.36,0.37,0,0.07
Aliens: Infestation,DS,2011,Action,Sega,0.1,0.06,0,0.02
All Grown Up! Express Yourself,GBA,2004,Misc,THQ,0.13,0.05,0,0
All Grown Up!: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.17,0.06,0,0
All Japan Pro Wrestling featuring Virtua,SAT,1997,Fighting,Sega,0,0,0.15,0
All Kamen Rider: Rider Generation,DS,2011,Action,Namco Bandai Games,0,0,0.12,0
All Kamen Rider: Rider Generation 2,DS,2012,Action,Namco Bandai Games,0,0,0.1,0
All Kamen Rider: Rider Generation 2,PSP,2012,Action,Namco Bandai Games,0,0,0.06,0
All Points Bulletin,PC,2010,Role-Playing,Electronic Arts,0,0.03,0,0.01
All Star Cheer Squad,DS,2008,Sports,THQ,0.26,0,0,0.02
All Star Cheer Squad,Wii,2008,Sports,THQ,0.43,0.29,0,0.08
All Star Cheer Squad 2,Wii,2009,Sports,THQ,0.12,0,0,0.01
All Star Karate,Wii,2010,Action,THQ,0.14,0.07,0,0.02
All Star Pro-Wrestling,PS2,2000,Fighting,SquareSoft,0,0,0.2,0
All Star Tennis 99,N64,1999,Sports,Ubisoft,0.04,0.01,0,0
All-Pro Football 2K8,PS3,2007,Sports,Take-Two Interactive,0.14,0,0,0.01
All-Pro Football 2K8,X360,2007,Sports,Take-Two Interactive,0.24,0,0,0.02
All-Star Baseball 2000,N64,1999,Sports,Acclaim Entertainment,0.36,0.03,0,0
All-Star Baseball 2001,N64,2000,Sports,Acclaim Entertainment,0.22,0.01,0,0
All-Star Baseball 2002,GC,2001,Sports,Acclaim Entertainment,0.17,0.04,0,0.01
All-Star Baseball 2002,PS2,2001,Sports,Acclaim Entertainment,0.27,0.21,0,0.07
All-Star Baseball 2003,GBA,2002,Sports,Acclaim Entertainment,0.11,0.04,0,0
All-Star Baseball 2003,GC,2002,Sports,Acclaim Entertainment,0.12,0.03,0,0
All-Star Baseball 2003,PS2,2002,Sports,Acclaim Entertainment,0.38,0.29,0,0.1
All-Star Baseball 2003,XB,2002,Sports,Acclaim Entertainment,0.19,0.06,0,0.01
All-Star Baseball 2004,GBA,2003,Sports,Acclaim Entertainment,0.05,0.02,0,0
All-Star Baseball 2004,GC,2003,Sports,Acclaim Entertainment,0.06,0.02,0,0
All-Star Baseball 2004,PS2,2003,Sports,Acclaim Entertainment,0.21,0.16,0,0.05
All-Star Baseball 2004,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0,0
All-Star Baseball 2005,PS2,N/A,Sports,Unknown,0.16,0.12,0,0.04
All-Star Baseball 2005,XB,N/A,Sports,Unknown,0.11,0.03,0,0.01
All-Star Baseball 99,N64,1998,Sports,Acclaim Entertainment,0.44,0.04,0,0
Alleyway,GB,1989,Puzzle,Nintendo,0.96,0.38,0.55,0.05
Allied General,PS,1996,Strategy,SSI,0.11,0.07,0,0.01
Alone in the Dark,PC,2008,Adventure,Atari,0,0.01,0,0
Alone in the Dark,PS2,2008,Adventure,Atari,0.03,0.02,0,0.01
Alone in the Dark,Wii,2008,Adventure,Atari,0.09,0.08,0,0.02
Alone in the Dark,X360,2008,Adventure,Atari,0.14,0.3,0,0.05
Alone in the Dark: Inferno,PS3,2008,Adventure,Atari,0.09,0.03,0,0.02
Alone in the Dark: One-Eyed Jack's Revenge,PS,1996,Adventure,Infogrames,0.17,0.12,0,0.02
Alone in the Dark: The New Nightmare,PS,N/A,Adventure,Infogrames,0.09,0.06,0,0.01
Alpha and Omega,DS,2010,Action,Unknown,0.06,0,0,0
Alpha Protocol,PC,2010,Role-Playing,Sega,0,0.03,0,0.01
Alpha Protocol,PS3,2010,Role-Playing,Sega,0.19,0.18,0,0.07
Alpha Protocol,X360,2010,Role-Playing,Sega,0.23,0.13,0,0.04
Alter Echo,PS2,2003,Shooter,THQ,0.06,0.05,0,0.02
Alter Echo,XB,2003,Shooter,THQ,0.04,0.01,0,0
Alter Ego,PC,1985,Simulation,Activision,0,0.03,0,0.01
Altered Beast: Guardian of the Realms,GBA,2002,Action,THQ,0.07,0.02,0,0
Alundra,PS,1997,Role-Playing,Psygnosis,0.13,0.09,0,0.01
Alundra 2: A New Legend Begins,PS,1999,Role-Playing,Activision,0.15,0.1,0,0.02
Alvin and the Chipmunks,DS,2007,Misc,Brash Entertainment,0.12,0,0,0.01
Alvin and the Chipmunks,PS2,2007,Misc,Brash Entertainment,0.04,0.03,0,0.01
Alvin and the Chipmunks,Wii,2007,Misc,Eidos Interactive,0.05,0,0,0
Alvin and the Chipmunks: Chipwrecked,DS,2011,Misc,505 Games,0.07,0.03,0,0.01
Alvin and the Chipmunks: Chipwrecked,Wii,2011,Misc,505 Games,0.08,0.01,0,0.01
Alvin and the Chipmunks: Chipwrecked,X360,2011,Misc,505 Games,0.08,0.01,0,0.01
Alvin and the Chipmunks: The Squeakquel,DS,2009,Misc,Majesco Entertainment,0.28,0,0,0.02
Alvin and the Chipmunks: The Squeakquel,Wii,2009,Misc,Majesco Entertainment,0.09,0,0,0.01
Amagami,PS2,2009,Adventure,Enterbrain,0,0,0.13,0
Amagami,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.15,0
Amagami,PSV,2014,Adventure,Kadokawa Games,0,0,0.04,0
Amagoushi no Yakata,PS2,2007,Adventure,Nippon Ichi Software,0,0,0.02,0
Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015,Adventure,Prototype,0,0,0.02,0
Amazing Adventures: The Forgotten Ruins,DS,2008,Adventure,PopCap Games,0.13,0.08,0,0.02
Amazing Island,GC,2004,Strategy,Sega,0.04,0.01,0,0
America Oudan Ultra-Quiz,SAT,1995,Misc,Victor Interactive,0,0,0.02,0
America's Army: Rise of a Soldier,XB,2005,Shooter,Ubisoft,0.19,0.05,0,0.01
America's Army: True Soldiers,X360,2007,Shooter,Ubisoft,0.08,0,0,0.01
America's Next Top Model,DS,2008,Action,Eidos Interactive,0.1,0,0,0.01
America's Next Top Model,Wii,2010,Action,Crave Entertainment,0.08,0,0,0.01
America's Test Kitchen: Let's Get Cooking,DS,2010,Simulation,Nintendo,0.25,0,0,0.02
American Bass Challenge,GBA,2001,Sports,Starfish,0.03,0.01,0,0
American Chopper,PS2,2004,Racing,Zoo Digital Publishing,0.35,0.01,0,0.06
American Chopper,XB,2004,Racing,Zoo Digital Publishing,0.11,0.03,0,0.01
American Chopper 2: Full Throttle,GC,2005,Racing,Activision,0.04,0.01,0,0
American Chopper 2: Full Throttle,PS2,2005,Racing,Zoo Digital Publishing,0.09,0.07,0,0.02
American Chopper 2: Full Throttle,XB,2005,Racing,Zoo Digital Publishing,0.04,0.01,0,0
American Girl: Julie Finds a Way,DS,2007,Adventure,THQ,0.1,0,0,0.01
American Girl: Kit Mystery Challenge!,DS,2008,Adventure,THQ,0.42,0,0,0.03
American Idol,GBA,2003,Misc,Codemasters,0.15,0.06,0,0
American Idol,PS2,2003,Misc,Codemasters,0.27,0.21,0,0.07
AMF Bowling 2004,XB,2003,Sports,Mud Duck Productions,0.22,0.06,0,0.01
AMF Bowling Pinbusters!,DS,2008,Sports,Vir2L Studios,0.06,0,0,0
AMF Bowling Pinbusters!,Wii,2007,Sports,Bethesda Softworks,0.85,0,0,0.07
AMF Bowling World Lanes,Wii,2008,Sports,Bethesda Softworks,0.33,0,0,0.03
AMF Xtreme Bowling,PS2,2006,Sports,Mastertronic,0.01,0.01,0,0
Amnesia,PSP,2011,Adventure,Idea Factory,0,0,0.04,0
Amnesia Crowd,PSP,2013,Misc,Idea Factory,0,0,0.05,0
Amnesia Later,PSP,2012,Misc,Idea Factory,0,0,0.05,0
Amnesia Later,PSV,2014,Misc,Idea Factory,0,0,0.01,0
AMNESIA World,PSV,2014,Adventure,Idea Factory,0,0,0.03,0
Amped 2,XB,2003,Sports,Microsoft Game Studios,0.2,0.04,0,0.01
Amped 3,X360,2005,Sports,Take-Two Interactive,0.13,0.02,0,0.01
Amped: Freestyle Snowboarding,XB,2001,Sports,Microsoft Game Studios,0.69,0.11,0,0.02
Amplitude,PS2,2003,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02
An American Tail: Fievel's Gold Rush,GBA,2002,Platform,Conspiracy Entertainment,0.02,0.01,0,0
Anarchy Reigns,PS3,2012,Action,Sega,0.1,0.03,0.06,0.02
Anarchy Reigns,X360,2012,Action,Sega,0.11,0.02,0.02,0.01
And1 Streetball,PS2,2006,Action,Ubisoft,0.13,0.1,0,0.03
And1 Streetball,XB,2006,Action,Ubisoft,0.06,0.02,0,0
Andretti Racing,PS,1996,Racing,Electronic Arts,0.43,0.29,0,0.05
Angel Blade: Neo Tokyo Guardians,PS,1997,Role-Playing,On Demand,0.12,0.08,0,0.01
Angelique Duet,PS,1998,Strategy,Tecmo Koei,0,0,0.04,0
Angelique Retour,PSV,2015,Action,Tecmo Koei,0,0,0.02,0
Angelique Trois,PS2,2000,Adventure,Tecmo Koei,0,0,0.06,0
Angelique: Maren no Rokukishi,PSP,2011,Adventure,Idea Factory,0,0,0.03,0
Angler's Club: Ultimate Bass Fishing 3D,3DS,2011,Sports,D3Publisher,0,0.03,0,0
Angry Birds,PC,2011,Puzzle,Focus Home Interactive,0,0.18,0,0.05
Angry Birds Star Wars,3DS,2013,Strategy,Activision,0.15,0.15,0,0.03
Angry Birds Star Wars,PS3,2013,Strategy,Activision,0.1,0.17,0,0.06
Angry Birds Star Wars,PS4,2013,Strategy,Activision,0.1,0.08,0,0.03
Angry Birds Star Wars,PSV,2013,Strategy,Activision,0.05,0.04,0,0.03
Angry Birds Star Wars,Wii,2013,Strategy,Activision,0.21,0.1,0,0.03
Angry Birds Star Wars,WiiU,2013,Strategy,Activision,0.06,0.04,0,0.01
Angry Birds Star Wars,X360,2013,Strategy,Activision,0.16,0.11,0,0.03
Angry Birds Star Wars,XOne,2013,Strategy,Activision,0.11,0.04,0,0.01
Angry Birds Trilogy,3DS,2012,Action,Activision,0.38,0.2,0,0.05
Angry Birds Trilogy,PS3,2012,Action,Activision,0.12,0.02,0,0.02
Angry Birds Trilogy,X360,2012,Action,Activision,0.18,0.06,0,0.02
Angry Birds: Rio,PC,2011,Puzzle,Focus Home Interactive,0,0.07,0,0.02
Anima - Gate of Memories,PS4,2016,Action,Avanquest,0,0.02,0,0
Animal Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09
Animal Crossing: Amiibo Festival,WiiU,2015,Misc,Nintendo,0.19,0.11,0.09,0.03
Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.87,1.12,1.32,0.37
Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,0.47,1,1.39,0.12
Animal Crossing: New Leaf,3DS,2012,Simulation,Nintendo,2.01,2.32,4.36,0.41
Animal Crossing: Wild World,DS,2005,Simulation,Nintendo,2.55,3.52,5.33,0.88
Animal Genius,DS,2007,Puzzle,Ubisoft,0.11,0,0,0.01
Animal Kingdom: Wildlife Expedition,Wii,2009,Adventure,Natsume,0.07,0,0,0.01
Animal Paradise,DS,2007,Simulation,Empire Interactive,0.09,0.14,0,0.02
Animal Planet: Emergency Vets,DS,2009,Simulation,Activision,0.08,0,0,0.01
Animal Planet: Vet Collection,DS,2010,Simulation,Activision,0.05,0,0,0
Animal Planet: Vet Life,DS,2009,Simulation,Activision,0.1,0,0,0.01
Animal Planet: Vet Life,Wii,2009,Simulation,Activision,0.09,0,0,0.01
Animaniacs Ten Pin Alley,PS,1998,Sports,ASC Games,0.36,0.25,0,0.04
Animaniacs: The Great Edgar Hunt,GC,2005,Platform,Ignition Entertainment,0.02,0.01,0,0
AniMates!,DS,2007,Simulation,Lexicon Entertainment,0.02,0,0,0
Animorphs: Shattered Reality,PS,2000,Action,Infogrames,0.03,0.02,0,0
Anno 1701: Dawn of Discovery,DS,2007,Simulation,Touchstone,0.07,0.06,0,0.02
Anno 2070,PC,2011,Strategy,Ubisoft,0,1.13,0,0.32
Anno 2205,PC,2015,Strategy,Ubisoft,0.02,0.22,0,0.01
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012,Action,5pb,0,0,0.02,0
Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,Nintendo,0,0.03,0.03,0
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016,Action,Namco Bandai Games,0,0,0.06,0
Ant Nation,DS,2009,Simulation,Konami Digital Entertainment,0.06,0.01,0,0.01
Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,2009,Role-Playing,Nippon Ichi Software,0,0,0.02,0
Antz Extreme Racing,PS2,2002,Racing,Empire Interactive,0.02,0.02,0,0.01
Antz Extreme Racing,XB,2002,Racing,Empire Interactive,0.01,0,0,0
Anubis II,Wii,2007,Platform,Metro 3D,0.06,0,0,0
Ao no Exorcist: Genkoku no Labyrinth,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0
Ao no Kanata no Four Rhythm,PSV,2016,Adventure,Unknown,0,0,0.03,0
Aoishiro,PS2,2008,Adventure,Success,0,0,0.02,0
Apache: Air Assault,PC,2010,Simulation,Just Flight,0,0.03,0,0.01
Apache: Air Assault,PS3,2010,Simulation,Activision,0.11,0.07,0,0.03
Apache: Air Assault,X360,2010,Simulation,Activision,0.12,0.04,0,0.01
Apassionata: Die Galanacht der Pferde,DS,2009,Simulation,RTL,0,0.04,0,0.01
APB Reloaded,PC,2011,Role-Playing,Iceberg Interactive,0.02,0.01,0,0
Ape Escape,PS,1999,Platform,Sony Computer Entertainment,0.71,0.48,0.32,0.11
Ape Escape,PS3,2010,Platform,Sony Computer Entertainment,0,0.03,0,0.01
Ape Escape 2,PS2,2002,Platform,Sony Computer Entertainment,0.12,0.09,0.38,0.03
Ape Escape 3,PS2,2005,Platform,Sony Computer Entertainment,0.06,0.05,0,0.02
Ape Escape Academy,PSP,2004,Misc,Sony Computer Entertainment,0.13,0.15,0,0.05
Ape Escape Academy (jp sales),PSP,2004,Misc,Sony Computer Entertainment,0,0,0.13,0
Ape Escape: On the Loose,PSP,2005,Platform,Sony Computer Entertainment,0.52,0.01,0.12,0.05
Ape Escape: Pumped & Primed,PS2,2004,Misc,Sony Computer Entertainment,0.04,0.03,0,0.01
Apex,XB,2003,Racing,Atari,0.1,0.03,0,0
Apocalypse,PS,1998,Action,Activision,0.25,0.17,0,0.03
Apollo Justice: Ace Attorney,DS,2007,Adventure,Capcom,0.32,0.06,0.64,0.04
Aqua Aqua,PS2,2000,Puzzle,3DO,0.05,0.04,0,0.01
Aqua Panic!,DS,2009,Puzzle,Neko Entertainment,0.01,0.01,0,0
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007,Racing,Midway Games,0.03,0.03,0,0.01
Aquaman: Battle for Atlantis,GC,2003,Action,TDK Mediactive,0.01,0,0,0
Aquaman: Battle for Atlantis,XB,N/A,Action,Unknown,0.01,0,0,0
Aquanaut's Holiday,PS,1995,Adventure,Sony Computer Entertainment,0.01,0.01,0,0
Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008,Adventure,Sony Computer Entertainment,0,0,0.04,0
Aquapazza: Aquaplus Dream Match,PS3,2012,Fighting,Aqua Plus,0.05,0,0.05,0.01
Aquarium by DS,DS,2008,Simulation,Mercury Games,0.05,0,0,0
Ar Nosurge: Ode to an Unborn Star,PS3,2014,Role-Playing,Tecmo Koei,0.05,0.04,0.06,0.02
Ar Nosurge: Ode to an Unborn Star,PSV,2014,Role-Playing,Tecmo Koei,0,0,0.04,0
Ar tonelico 2: Melody of Metafalica,PS2,2007,Role-Playing,Nippon Ichi Software,0.04,0.03,0.11,0.01
Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01
Ar tonelico: Melody of Elemia,PS2,2006,Role-Playing,505 Games,0,0,0.1,0
Arabians Lost: The Engagement on Desert,PS2,2007,Adventure,Prototype,0,0,0.02,0
Arabians Lost: The Engagement on Desert,PSP,2012,Adventure,Quinrose,0,0,0.01,0
Arc Rise Fantasia,Wii,2009,Role-Playing,Marvelous Interactive,0.13,0,0.06,0.01
Arc the Lad,PS,1995,Role-Playing,Sony Computer Entertainment,0,0,1.1,0.01
Arc the Lad II,PS,1996,Role-Playing,Sony Computer Entertainment,0,0,0.92,0.13
Arc the Lad III,PS,1999,Role-Playing,Sony Computer Entertainment,0,0,0.39,0.03
Arc the Lad: End of Darkness,PS2,2004,Role-Playing,Sony Computer Entertainment,0.03,0.02,0,0.01
Arc the Lad: Twilight of the Spirits,PS2,2003,Role-Playing,Sony Computer Entertainment,0.18,0.14,0,0.05
Arcade Hits: Frisky Tom,PS,2002,Action,Hamster Corporation,0.16,0.11,0,0.02
Arcade Party Pak,PS,1999,Misc,Midway Games,0.06,0.04,0,0.01
Arcade Shooting Gallery,Wii,2008,Shooter,Zoo Games,0.18,0,0,0.01
Arcade Zone,Wii,2009,Misc,Activision,0.14,0,0,0.01
Arcana Famiglia 2,PSP,2013,Adventure,Comfort,0,0,0.02,0
Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011,Adventure,Comfort,0,0,0.05,0
Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2012,Action,Comfort,0,0,0.02,0
Arcana Heart,PS2,2007,Fighting,AQ Interactive,0.06,0.05,0.04,0.02
Arcana Heart 3,PS3,2011,Fighting,PQube,0.04,0.05,0.1,0.02
Arcana Heart 3,PSV,2014,Fighting,Arc System Works,0.03,0,0.02,0.01
Arcana Heart 3,X360,2011,Fighting,PQube,0,0.03,0.02,0
Arcania: Gothic 4,PC,2010,Role-Playing,JoWood Productions,0.09,0.08,0,0.02
Arcania: Gothic 4,PS4,2015,Role-Playing,Nordic Games,0.04,0,0,0.01
Arcania: Gothic 4,X360,2010,Role-Playing,JoWood Productions,0.03,0.04,0.01,0.01
Archer Maclean Presents: Pool Paradise,GC,2004,Sports,Ignition Entertainment,0.02,0.01,0,0
Archer Maclean Presents: Pool Paradise,PS2,2004,Sports,Ignition Entertainment,0.03,0.02,0,0.01
Archer Maclean's 3D Pool,GBA,2003,Misc,Crave Entertainment,0.05,0.02,0,0
Archer Maclean's Mercury,PSP,2005,Puzzle,Ignition Entertainment,0.17,0.24,0,0.14
Arctic Tale,DS,2007,Adventure,Zoo Digital Publishing,0.13,0,0,0.01
Arctic Tale,Wii,2007,Adventure,Zoo Digital Publishing,0.04,0,0,0
Arctic Thunder,PS2,2001,Racing,Midway Games,0.17,0.14,0,0.05
Arctic Thunder,XB,2001,Racing,Midway Games,0.09,0.02,0,0
Are You Alice?,PSP,2011,Adventure,Idea Factory,0,0,0.02,0
Are You Smarter Than A 5th Grader?,DS,2007,Misc,Mindscape,0.48,0,0,0.04
Are You Smarter Than a 5th Grader? Back to School,DS,2010,Misc,THQ,0.08,0,0,0.01
Are You Smarter Than a 5th Grader? Back to School,Wii,2010,Misc,Nintendo,0.2,0,0,0.02
Are You Smarter than a 5th Grader? Game Time,DS,2009,Puzzle,THQ,0.22,0,0,0.02
Are You Smarter than a 5th Grader? Game Time,Wii,2009,Puzzle,THQ,0.25,0,0,0.02
Are You Smarter than a 5th Grader? Game Time,X360,2009,Puzzle,THQ,0.12,0,0,0.01
Are You Smarter than a 5th Grader? Make the Grade,DS,2008,Misc,THQ,0.36,0,0,0.03
Are You Smarter than a 5th Grader? Make the Grade,Wii,2008,Misc,THQ,0.51,0,0,0.04
Area 51,PS,1996,Shooter,GT Interactive,0.4,0.27,0,0.05
Area 51,PS2,2005,Shooter,Midway Games,0.22,0.17,0,0.06
Area 51,XB,2005,Shooter,Midway Games,0.22,0.06,0,0.01
Arena Football,PS2,2006,Sports,Electronic Arts,0.28,0.22,0,0.07
Arena Football,XB,2006,Sports,Electronic Arts,0.11,0.03,0,0.01
Aria: The Natural ~Tooi Yume no Mirage~,PS2,2006,Adventure,Alchemist,0,0,0.02,0
Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008,Adventure,Alchemist,0,0,0.02,0
Arkanoid DS,DS,2007,Puzzle,Square Enix,0.06,0,0,0
ArmA II,PC,2009,Shooter,505 Games,0,0.12,0,0.03
ArmA III,PC,2013,Shooter,Bohemia Interactive,0,0.1,0,0.02
Armed and Dangerous,XB,2003,Shooter,LucasArts,0.09,0.03,0,0
Armor Ambush,2600,1981,Action,Mattel Interactive,0.15,0.01,0,0
Armored Core,PS,1997,Simulation,Sony Computer Entertainment,0.13,0.09,0.16,0.03
Armored Core 2,PS2,2000,Simulation,Ubisoft,0.28,0.22,0.23,0.07
Armored Core 2: Another Age,PS2,2001,Simulation,Metro 3D,0.11,0.08,0.19,0.03
Armored Core 3,PS2,2002,Simulation,Metro 3D,0.22,0.17,0.23,0.06
Armored Core 3 Portable,PSP,2009,Simulation,From Software,0,0,0.08,0
Armored Core 4,PS3,2006,Simulation,505 Games,0.09,0,0.09,0.01
Armored Core 4,X360,2007,Simulation,505 Games,0.19,0.01,0.03,0.02
Armored Core SL: Silent Line Portable,PSP,2009,Simulation,From Software,0,0,0.03,0
Armored Core V,PS3,2012,Simulation,Namco Bandai Games,0.09,0.04,0.24,0.02
Armored Core V,X360,2012,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01
Armored Core: For Answer,PS3,2008,Simulation,Ubisoft,0.06,0.02,0.1,0.01
Armored Core: For Answer,X360,2008,Simulation,Ubisoft,0.06,0.01,0.07,0.01
Armored Core: Formula Front Extreme Battle,PSP,2004,Simulation,505 Games,0.05,0,0,0
Armored Core: Last Raven,PS2,2005,Simulation,505 Games,0.05,0.04,0.08,0.01
Armored Core: Last Raven Portable,PSP,2010,Simulation,From Software,0,0,0.03,0
Armored Core: Master of Arena,PS,1999,Simulation,From Software,0.07,0.05,0.13,0.02
Armored Core: Nexus,PS2,2004,Simulation,Indie Games,0.06,0.05,0.14,0.02
Armored Core: Nine Breaker,PS2,2004,Simulation,505 Games,0.03,0.03,0,0.01
Armored Core: Project Phantasma,PS,1997,Simulation,From Software,0.06,0.04,0.15,0.02
Armored Core: Silent Line,PS2,2003,Simulation,Agetec,0.07,0.06,0.16,0.02
Armored Core: Verdict Day,PS3,2013,Simulation,From Software,0,0,0.12,0
Armorines: Project S.W.A.R.M.,N64,1999,Shooter,Acclaim Entertainment,0.21,0.05,0,0
Armorines: Project S.W.A.R.M.,PS,2000,Shooter,Acclaim Entertainment,0.05,0.03,0,0.01
Army Corps of Hell,PSV,2011,Action,Square Enix,0.05,0.04,0,0.02
Army Men 3D,PS,1999,Action,3DO,1.1,0.14,0,0.04
Army Men World War: Final Front,PS,2001,Action,3DO,0.24,0.17,0,0.03
"Army Men World War: Land, Sea, Air",PS,2000,Action,3DO,0.17,0.12,0,0.02
Army Men World War: Team Assault,PS,2001,Action,3DO,0.06,0.04,0,0.01
Army Men: Air Attack,PS,1999,Action,3DO,0.47,0.32,0,0.06
Army Men: Air Attack 2,PS,2000,Action,3DO,0.17,0.11,0,0.02
Army Men: Air Combat,N64,2000,Action,3DO,0.19,0.05,0,0
Army Men: Air Combat - The Elite Missions,GC,2003,Shooter,3DO,0.01,0,0,0
Army Men: Green Rogue,PS,2001,Action,3DO,0.04,0.02,0,0
Army Men: Green Rogue,PS2,2001,Action,3DO,0.06,0.05,0,0.02
Army Men: Major Malfunction,XB,2006,Shooter,Global Star,0.01,0,0,0
Army Men: RTS,GC,2004,Strategy,Global Star,0.05,0.01,0,0
Army Men: RTS,PS2,2002,Strategy,3DO,0.05,0.04,0,0.01
Army Men: Sarge's Heroes,N64,1999,Action,3DO,0.68,0.12,0,0.01
Army Men: Sarge's Heroes,PS,1999,Action,3DO,0.31,0.21,0,0.04
Army Men: Sarge's Heroes 2,N64,2000,Shooter,3DO,0.34,0.07,0,0
Army Men: Sarge's Heroes 2,PS,2000,Shooter,3DO,0.14,0.09,0,0.02
Army Men: Sarge's Heroes 2,PS2,2001,Shooter,Midas Interactive Entertainment,0.09,0.07,0,0.02
Army Men: Sarge's War,GC,2004,Shooter,Global Star,0.12,0.03,0,0
Army Men: Sarge's War,XB,2004,Shooter,Global Star,0.09,0.02,0,0
Army Men: Soldiers of Misfortune,DS,2008,Shooter,Zoo Games,0.11,0,0,0.01
Army Men: Soldiers of Misfortune,Wii,2008,Shooter,Zoo Games,0.12,0,0,0.01
Army of Two,PS3,2008,Shooter,Electronic Arts,0.74,0.26,0.02,0.15
Army of Two,X360,2008,Shooter,Electronic Arts,1.09,0.38,0.02,0.16
Army of Two: The 40th Day,PS3,2010,Shooter,Electronic Arts,0.44,0.27,0.01,0.12
Army of Two: The 40th Day,PSP,2010,Shooter,Electronic Arts,0.12,0.13,0,0.08
Army of Two: The 40th Day,X360,2010,Shooter,Electronic Arts,0.62,0.24,0,0.08
Army of Two: The Devil's Cartel,PS3,2013,Shooter,Electronic Arts,0.11,0.11,0.01,0.05
Army of Two: The Devil's Cartel,X360,2013,Shooter,Electronic Arts,0.16,0.07,0,0.02
Army Rescue,Wii,2009,Shooter,UFO Interactive,0.02,0,0,0
Around the World in 80 Days,DS,2010,Action,PlayV,0,0.14,0,0.02
Around the World in 80 Days,GBA,2004,Action,Hip Interactive,0.03,0.01,0,0
